Nom gare;Code Gare;Type jour;Année;Date de comptage;Ligne;Axe;Tranche horaire;Montants
MASSY PALAISEAU;87393579;JOB;2017;2017-04-25;C;C;Avant 6h;51
LONGUEVILLE;87116137;JOB;2019;2019-05-16;P;P;Après 20h;21
MAISONS LAFFITTE;87386425;Samedi;2014;2014-05-17;L;L3;De 6h à 10h;138
LIEUSAINT MOISSY;87682153;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;1186
LA CELLE SAINT-CLOUD;87382432;Samedi;2019;2019-03-16;L;L2;Avant 6h;26
BOIS LE ROI;87682203;JOB;2017;2017-03-07;R;R;De 10h à 16h;265
MASSY VERRIERES;87383281;JOB;2017;2017-04-25;C;C;De 10h à 16h;128
MAREUIL SUR OURCQ;87116665;Dimanche;2019;2019-05-19;P;P;De 6h à 10h;3
NANTERRE UNIVERSITE;87386318;Samedi;2014;2014-05-17;L;L3;De 10h à 16h;1114
MASSY VERRIERES;87383281;Samedi;2017;2017-04-22;C;C;Avant 6h;8
MEAUX;87116103;Dimanche;2019;2019-05-12;P;P;De 10h à 16h;1475
CHAMPAGNE SUR SEINE;87682450;Samedi;2017;2017-03-11;R;R;Après 20h;18
MAISONS-ALFORT ALFORTVILLE;87681155;Samedi;2019;2019-03-23;D;D;De 6h à 10h;2911
MEAUX;87116103;Dimanche;2019;2019-05-19;P;P;De 10h à 16h;42
SARTROUVILLE;87386417;Dimanche;2014;2014-05-18;L;L3;Après 20h;91
MEUDON VAL FLEURY;87393082;JOB;2017;2017-04-25;C;C;De 16h à 20h;1208
MEAUX;87116103;JOB;2019;2019-03-13;P;P;Avant 6h;493
BELLEVUE;87393116;Dimanche;2018;2018-10-14;N;N;Avant 6h;0
MONDESIR;87332932;JOB;2017;2017-04-25;C;C;De 10h à 16h;0
MONTRY CONDE;87116400;JOB;2019;2019-05-14;P;P;Après 20h;3
FERRIERES FONTENAY;87684241;JOB;2017;2017-03-07;R;R;De 6h à 10h;6
MALESHERBES;87684415;JOB;2019;2019-03-26;D;D;Après 20h;0
MARLY LE ROI;87382465;Samedi;2019;2019-03-16;L;L2;De 16h à 20h;390
BEYNES;87393363;JOB;2018;2018-10-16;N;N;De 16h à 20h;64
MELUN;87682005;JOB;2019;2019-03-26;D;D;De 6h à 10h;2781
MONTRY CONDE;87116400;Samedi;2019;2019-05-11;P;P;De 10h à 16h;32
FONTAINE LE PORT;87682427;JOB;2017;2017-03-07;R;R;De 10h à 16h;15
MENNECY;87681411;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;89
PARIS SAINT-LAZARE;87384008;JOB;2019;2019-03-14;L;L2;De 10h à 16h;7873
BEYNES;87393363;Samedi;2018;2018-10-20;N;N;De 16h à 20h;21
MUSEE D'ORSAY;87547307;Samedi;2017;2017-04-22;C;C;De 16h à 20h;2322
MORMANT;87116087;Samedi;2019;2019-05-11;P;P;De 16h à 20h;83
CLAMART;87391565;Dimanche;2018;2018-10-14;N;N;De 10h à 16h;661
ORLY VILLE;87546200;JOB;2017;2017-04-25;C;C;Après 20h;100
PONT CARDINET;87381111;Samedi;2019;2019-03-16;L;L2;Avant 6h;14
COIGNIERES;87393272;JOB;2018;2018-10-16;N;N;De 10h à 16h;191
MOULIN GALANT;87681403;Samedi;2019;2019-03-23;D;D;Après 20h;43
NANTEUIL SAACY;87116558;Dimanche;2019;2019-05-12;P;P;De 16h à 20h;157
DREUX;87393488;JOB;2018;2018-10-16;N;N;De 16h à 20h;116
PARIS NORD;87271031;Samedi;2019;2019-03-23;D;D;De 10h à 16h;23261
NANTEUIL SAACY;87116558;Samedi;2019;2019-05-11;P;P;De 10h à 16h;207
HERICY;87682435;Samedi;2017;2017-03-11;R;R;Après 20h;5
PEREIRE LEVALLOIS;87381012;Samedi;2017;2017-04-22;C;C;De 6h à 10h;337
NOGENT L'ARTAUD CHARLY;87116566;Dimanche;2019;2019-05-12;P;P;De 10h à 16h;104
EPONE MEZIERES;87386763;Samedi;2018;2018-10-20;N;N;Après 20h;15
PETIT VAUX;87393652;Dimanche;2017;2017-04-23;C;C;Avant 6h;1
SAINT-NOM LA BRETECHE FORET DE MARLY;87382481;JOB;2019;2019-03-14;L;L2;Après 20h;63
FONTENAY LE FLEURY;87393405;JOB;2018;2018-10-16;N;N;Avant 6h;60
SAINT-DENIS;87271015;Samedi;2019;2019-03-23;D;D;De 10h à 16h;7491
NOGENT L'ARTAUD CHARLY;87116566;JOB;2019;2019-05-14;P;P;De 6h à 10h;408
FONTENAY LE FLEURY;87393405;JOB;2018;2018-10-16;N;N;De 6h à 10h;3480
PLACE DU GENERAL LECLERC;87221111;Samedi;2017;2017-04-22;C;C;De 6h à 10h;3
PROVINS;87116160;Dimanche;2019;2019-05-12;P;P;De 10h à 16h;230
HOUDAN;87393462;JOB;2018;2018-10-16;N;N;De 10h à 16h;169
PONT DE L'ALMA;87393041;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;278
PROVINS;87116160;Samedi;2019;2019-05-11;P;P;De 16h à 20h;180
MONTARGIS;87684001;JOB;2017;2017-03-07;R;R;De 16h à 20h;197
VILLABE;87681619;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;50
VIROFLAY RIVE DROITE;87382887;Dimanche;2019;2019-03-17;L;L2;Après 20h;128
HOUDAN;87393462;Samedi;2018;2018-10-20;N;N;Après 20h;20
PONT DE RUNGIS AEROPORT D'ORLY;87546192;JOB;2017;2017-04-25;C;C;Après 20h;88
SAINT-SIMEON;87116368;Dimanche;2019;2019-05-12;P;P;De 6h à 10h;7
MONTARGIS;87684001;Samedi;2017;2017-03-11;R;R;Après 20h;103
PONT DE RUNGIS AEROPORT D'ORLY;87546192;JOB;2017;2017-04-25;C;C;De 16h à 20h;626
ASNIERES SUR SEINE;87381137;Dimanche;2014;2014-05-18;L;L3;De 10h à 16h;1744
LE PERRAY;87393298;Dimanche;2018;2018-10-14;N;N;Après 20h;32
VIRY CHATILLON;87681312;JOB;2019;2019-03-26;D;D;De 16h à 20h;1067
TOURNAN;87116210;Dimanche;2019;2019-03-16;P;P;De 6h à 10h;44
PARIS GARE DE LYON;87686030;Samedi;2017;2017-03-11;R;R;Après 20h;2898
PONTOISE;87276139;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;499
CERGY PREFECTURE;87381905;JOB;2018;2018-03-27;L;L3;Après 20h;159
MEUDON;87393108;JOB;2018;2018-10-16;N;N;Avant 6h;8
PONTOISE;87276139;Samedi;2017;2017-04-22;C;C;Avant 6h;56
LA GARENNE COLOMBES;87386003;Dimanche;2014;2014-05-18;L;L3;Avant 6h;30
MEUDON;87393108;Samedi;2018;2018-10-20;N;N;De 6h à 10h;178
VOSVES;87682500;JOB;2019;2019-03-26;D;D;De 16h à 20h;7
VERNEUIL L'ETANG;87116079;JOB;2019;2019-05-16;P;P;Après 20h;10
THOMERY;87682252;JOB;2017;2017-03-07;R;R;Après 20h;6
PORTE D'ASNIERES;87222222;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;0
BOURRON MARLOTTE GREZ;87684118;JOB;2017;2017-03-07;R;R;De 6h à 10h;86
MONTFORT L'AMAURY MERE;87393892;JOB;2018;2018-10-16;N;N;De 10h à 16h;117
YERRES;87682112;Dimanche;2019;2019-03-24;D;D;Avant 6h;21
BOURRON MARLOTTE GREZ;87684118;Samedi;2017;2017-03-11;R;R;De 16h à 20h;24
NEZEL AULNAY;87381731;Samedi;2018;2018-10-20;N;N;De 16h à 20h;29
PORTE D'ASNIERES;87222222;Samedi;2017;2017-04-22;C;C;De 6h à 10h;0
CHAMPAGNE SUR SEINE;87682450;JOB;2017;2017-03-07;R;R;Après 20h;8
VULAINES SUR SEINE SAMOREAU;87682443;Dimanche;2017;2017-03-12;R;R;De 16h à 20h;15
PORTE DE CLICHY;87111278;JOB;2017;2017-04-25;C;C;De 16h à 20h;2818
CHAMPAGNE SUR SEINE;87682450;Samedi;2017;2017-03-11;R;R;Avant 6h;6
VULAINES SUR SEINE SAMOREAU;87682443;Samedi;2017;2017-03-11;R;R;De 10h à 16h;39
BONDY;87113407;JOB;2016;2016-10-04;E;E;De 16h à 20h;2972
PONT CARDINET;87381111;JOB;2018;2018-03-27;L;L3;Avant 6h;44
PARIS MONTPARNASSE;87391003;Dimanche;2018;2018-10-14;N;N;De 16h à 20h;5769
BONDY;87113407;Samedi;2016;2016-10-01;E;E;De 10h à 16h;3526
CHARTRETTES;87682419;JOB;2017;2017-03-07;R;R;De 16h à 20h;19
VULAINES SUR SEINE SAMOREAU;87682443;Samedi;2017;2017-03-11;R;R;De 16h à 20h;20
SAINT-CHERON;87545509;Dimanche;2017;2017-04-23;C;C;Après 20h;25
BELLEVUE;87393116;JOB;2018;2018-10-16;N;N;De 6h à 10h;794
EPINAY VILLETANEUSE TRAM 11 EXPRESS;87697300;Samedi;2017;2017-12-02;T11;T11;Après 20h;386
EMERAINVILLE PONTAULT COMBAULT;87116046;JOB;2016;2016-10-04;E;E;De 16h à 20h;1194
FERRIERES FONTENAY;87684241;Samedi;2017;2017-03-11;R;R;De 6h à 10h;13
PLAISIR LES CLAYES;87393629;JOB;2018;2018-10-16;N;N;Avant 6h;46
SAINT-CYR;87393223;JOB;2017;2017-04-25;C;C;Avant 6h;19
CHAVILLE RIVE GAUCHE;87393207;JOB;2018;2018-10-16;N;N;De 6h à 10h;889
LE BOURGET TRAM 11 EXPRESS;87697359;Samedi;2017;2017-12-02;T11;T11;De 16h à 20h;689
SAINT-CYR;87393223;JOB;2017;2017-04-25;C;C;De 16h à 20h;293
FONTAINEBLEAU AVON;87682211;JOB;2017;2017-03-07;R;R;De 16h à 20h;1162
SAINT-CYR;87393223;Dimanche;2018;2018-10-14;N;N;Avant 6h;5
GRETZ ARMAINVILLIERS;87116012;Dimanche;2016;2016-10-02;E;E;Avant 6h;18
CLAMART;87391565;Dimanche;2018;2018-10-14;N;N;De 6h à 10h;160
SEVRES RIVE GAUCHE;87393124;Dimanche;2018;2018-10-14;N;N;De 16h à 20h;229
LE CHENAY GAGNY;87113522;JOB;2016;2016-10-04;E;E;De 16h à 20h;490
HERICY;87682435;Samedi;2017;2017-03-11;R;R;De 16h à 20h;16
TACOIGNIERES RICHEBOURG;87393454;JOB;2018;2018-10-16;N;N;Après 20h;1
LES YVRIS NOISY LE GRAND;87113803;Dimanche;2016;2016-10-02;E;E;De 16h à 20h;95
LA GRANDE PAROISSE;87682476;JOB;2017;2017-03-07;R;R;De 6h à 10h;53
VILLETANEUSE UNIVERSITE TRAM 11 EXPRESS;87697318;Samedi;2017;2017-12-02;T11;T11;De 16h à 20h;312
LES YVRIS NOISY LE GRAND;87113803;JOB;2016;2016-10-04;E;E;Avant 6h;18
LA VERRIERE;87393256;JOB;2018;2018-10-16;N;N;Après 20h;186
ALLEE DE LA TOUR RENDEZ-VOUS;87113878;Dimanche;2015;2015-10-04;T4;T4;Après 20h;22
LES YVRIS NOISY LE GRAND;87113803;JOB;2016;2016-10-04;E;E;De 6h à 10h;1058
NEMOURS SAINT-PIERRE;87684126;Dimanche;2017;2017-03-12;R;R;Avant 6h;18
VANVES MALAKOFF;87391532;Dimanche;2018;2018-10-14;N;N;Avant 6h;2
NOGENT LE PERREUX;87113746;Samedi;2016;2016-10-01;E;E;Avant 6h;44
NEMOURS SAINT-PIERRE;87684126;JOB;2017;2017-03-07;R;R;Avant 6h;251
BONDY;87113407;Dimanche;2015;2015-10-04;T4;T4;Avant 6h;16
SAINT-OUEN L'AUMONE;87276105;JOB;2017;2017-04-25;C;C;Avant 6h;24
MANTES LA JOLIE;87381509;JOB;2018;2018-10-16;N;N;De 16h à 20h;198
BONDY;87113407;JOB;2015;2015-10-15;T4;T4;De 10h à 16h;0
ROSNY BOIS PERRIER;87113696;Dimanche;2016;2016-10-02;E;E;De 10h à 16h;2104
PARIS GARE DE LYON;87686030;JOB;2017;2017-03-07;R;R;De 10h à 16h;2932
FREINVILLE SEVRAN;87113894;JOB;2015;2015-10-06;T4;T4;De 10h à 16h;466
ROSNY BOIS PERRIER;87113696;Dimanche;2016;2016-10-02;E;E;De 16h à 20h;2593
MANTES LA JOLIE;87381509;Samedi;2018;2018-10-20;N;N;De 16h à 20h;132
REMISE A JORELLE;87988709;JOB;2015;2015-10-06;T4;T4;Avant 6h;41
ROSNY BOIS PERRIER;87113696;JOB;2016;2016-10-04;E;E;De 16h à 20h;2954
PARIS GARE DE LYON;87686030;JOB;2017;2017-03-07;R;R;De 6h à 10h;1409
CHAUFFRY;87116350;JOB;2019;2019-05-14;P;P;De 16h à 20h;1
SAVIGNY SUR ORGE;87545236;JOB;2017;2017-04-25;C;C;Après 20h;462
MARCHEZAIS BROUE;87393470;Dimanche;2018;2018-10-14;N;N;De 16h à 20h;26
CHAUFFRY;87116350;JOB;2019;2019-05-14;P;P;De 6h à 10h;10
ROSNY BOIS PERRIER;87113696;Samedi;2016;2016-10-01;E;E;De 10h à 16h;3100
SAINT-MAMMES;87682294;Dimanche;2017;2017-03-12;R;R;Après 20h;18
COUILLY SAINT-GERMAIN QUINCY;87116731;Dimanche;2019;2019-05-12;P;P;De 16h à 20h;29
SAVIGNY SUR ORGE;87545236;JOB;2017;2017-04-25;C;C;De 6h à 10h;6716
SAINT-MAMMES;87682294;Dimanche;2017;2017-03-12;R;R;De 16h à 20h;0
PUTEAUX;87382382;JOB;2016;2016-03-15;U;U;De 10h à 16h;65
ROSNY SOUS BOIS;87113704;Samedi;2016;2016-10-01;E;E;Avant 6h;140
SOUPPES CHATEAU LANDON;87684217;Samedi;2017;2017-03-11;R;R;Avant 6h;15
COULOMMIERS;87116301;Dimanche;2019;2019-05-12;P;P;De 10h à 16h;13
SERMAISE;87545517;JOB;2017;2017-04-25;C;C;De 10h à 16h;24
THOMERY;87682252;JOB;2017;2017-03-07;R;R;Avant 6h;2
CRECY LA CHAPELLE;87116772;JOB;2019;2019-05-14;P;P;De 6h à 10h;205
VERSAILLES CHANTIERS;87393009;Samedi;2017;2017-04-22;C;C;De 6h à 10h;410
NEZEL AULNAY;87381731;Samedi;2018;2018-10-20;N;N;Après 20h;6
SEVRES VILLE D'AVRAY;87382341;Samedi;2016;2016-03-12;U;U;Après 20h;82
VERSAILLES RIVE GAUCHE - CHATEAU DE VERSAILLES;87393157;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;246
ORGERUS BEHOUST;87393447;Samedi;2018;2018-10-20;N;N;De 6h à 10h;42
ESBLY;87116327;Dimanche;2019;2019-03-16;P;P;Après 20h;86
VILLIERS SUR MARNE LE PLESSIS TREVISE;87113795;Samedi;2016;2016-10-01;E;E;Après 20h;686
EPINAY VILLETANEUSE TRAM 11 EXPRESS;87697300;Dimanche;2017;2017-12-03;T11;T11;De 10h à 16h;446
ESBLY;87116327;Dimanche;2019;2019-03-16;P;P;De 10h à 16h;480
VILLENEUVE LE ROI;87545277;JOB;2017;2017-04-25;C;C;Avant 6h;87
EPINAY VILLETANEUSE TRAM 11 EXPRESS;87697300;JOB;2017;2017-11-28;T11;T11;Après 20h;308
ESBLY;87116327;Dimanche;2019;2019-05-12;P;P;De 10h à 16h;95
VIROFLAY RIVE GAUCHE;87393215;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;429
PLAISIR GRIGNON;87393421;Samedi;2018;2018-10-20;N;N;De 10h à 16h;1124
SURESNES MONT VALERIEN;87382374;Samedi;2016;2016-03-12;U;U;Avant 6h;0
BELLOY SAINT-MARTIN;87276550;Dimanche;2019;2019-10-13;H;H;Après 20h;7
PIERREFITTE STAINS TRAM 11 EXPRESS;87697326;JOB;2017;2017-11-28;T11;T11;Après 20h;199
FAREMOUTIERS POMMEUSE;87116277;Dimanche;2019;2019-03-16;P;P;Après 20h;19
BELLOY SAINT-MARTIN;87276550;Dimanche;2019;2019-10-13;H;H;Avant 6h;1
SAINT-CYR;87393223;Samedi;2018;2018-10-20;N;N;De 10h à 16h;1088
TRAPPES;87393835;JOB;2016;2016-03-17;U;U;De 16h à 20h;1332
BELLOY SAINT-MARTIN;87276550;JOB;2019;2019-10-10;H;H;De 10h à 16h;55
STAINS LA CERISAIE TRAM 11 EXPRESS;87697334;Dimanche;2017;2017-12-03;T11;T11;Après 20h;109
ISLES ARMENTIERES CONGIS;87116616;JOB;2019;2019-05-14;P;P;Avant 6h;6
BOIGNEVILLE;87684407;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;2
STAINS LA CERISAIE TRAM 11 EXPRESS;87697334;Dimanche;2017;2017-12-03;T11;T11;De 6h à 10h;76
ISLES ARMENTIERES CONGIS;87116616;Samedi;2019;2019-05-11;P;P;De 10h à 16h;43
BESSANCOURT;87276642;JOB;2019;2019-10-10;H;H;Avant 6h;45
ALLEE DE LA TOUR RENDEZ-VOUS;87113878;Dimanche;2015;2015-10-04;T4;T4;Avant 6h;9
JOUY SUR MORIN MONUMENT;87430884;JOB;2019;2019-05-14;P;P;Avant 6h;4
BOIGNEVILLE;87684407;JOB;2019;2019-03-26;D;D;Avant 6h;3
TRAPPES;87393835;JOB;2018;2018-10-16;N;N;Après 20h;219
JOUY SUR MORIN MONUMENT;87430884;Samedi;2019;2019-05-11;P;P;De 16h à 20h;1
BOUFFEMONT MOISSELLES;87276485;Samedi;2019;2019-10-12;H;H;Après 20h;76
TRAPPES;87393835;Samedi;2018;2018-10-20;N;N;De 10h à 16h;1027
LA FERTE GAUCHER;87116392;Dimanche;2019;2019-05-12;P;P;Après 20h;1
CERNAY;87276063;JOB;2019;2019-10-10;H;H;De 6h à 10h;992
AULNAY SOUS BOIS;87271411;JOB;2015;2015-10-15;T4;T4;De 6h à 10h;1353
LA FERTE GAUCHER;87116392;JOB;2019;2019-05-14;P;P;De 6h à 10h;3
BOUTIGNY;87681478;JOB;2019;2019-03-26;D;D;De 6h à 10h;183
BONDY;87113407;JOB;2015;2015-10-15;T4;T4;Avant 6h;4
LAGNY THORIGNY;87116319;Dimanche;2019;2019-03-16;P;P;Après 20h;240
CHAMP DE COURSES D'ENGHIEN;87276030;JOB;2019;2019-10-10;H;H;De 16h à 20h;751
VERSAILLES CHANTIERS;87393009;Dimanche;2018;2018-10-14;N;N;De 6h à 10h;634
MONTRY CONDE;87116400;Samedi;2019;2019-05-11;P;P;Avant 6h;1
BUNO GIRONVILLE;87681510;Samedi;2019;2019-03-23;D;D;De 6h à 10h;10
VERSAILLES CHANTIERS;87393009;JOB;2018;2018-10-16;N;N;De 6h à 10h;4843
NANTEUIL SAACY;87116558;JOB;2019;2019-05-21;P;P;Après 20h;0
CHANTILLY GOUVIEUX;87276113;Dimanche;2019;2019-03-24;D;D;Après 20h;22
LES COQUETIERS;87113845;Dimanche;2015;2015-10-04;T4;T4;De 16h à 20h;237
NOGENT L'ARTAUD CHARLY;87116566;JOB;2019;2019-05-14;P;P;Avant 6h;62
CREIL;87276006;Samedi;2019;2019-10-12;H;H;Avant 6h;7
VIROFLAY RIVE GAUCHE;87393215;Samedi;2018;2018-10-20;N;N;Après 20h;415
PARIS EST;87113001;Dimanche;2019;2019-03-16;P;P;Après 20h;2615
DOMONT;87276436;JOB;2019;2019-10-10;H;H;De 6h à 10h;2312
LES COQUETIERS;87113845;Samedi;2015;2015-10-03;T4;T4;Avant 6h;26
PROVINS;87116160;Dimanche;2019;2019-05-12;P;P;Après 20h;37
COMBS LA VILLE QUINCY;87682146;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;782
LES PAVILLONS SOUS BOIS;87113852;Samedi;2015;2015-10-03;T4;T4;De 16h à 20h;335
SAINT-REMY LA VANNE;87116376;Dimanche;2019;2019-05-12;P;P;Après 20h;0
DOMONT;87276436;Samedi;2019;2019-10-12;H;H;Après 20h;206
CHAILLY BOISSY LECHATEL;87116343;JOB;2019;2019-05-14;P;P;De 10h à 16h;37
SAINT-SIMEON;87116368;JOB;2019;2019-05-14;P;P;De 10h à 16h;4
ECOUEN EZANVILLE;87276394;Dimanche;2019;2019-10-13;H;H;Avant 6h;14
LYCEE HENRI SELLIER;87988717;JOB;2015;2015-10-06;T4;T4;De 16h à 20h;796
SAINT-SIMEON;87116368;Samedi;2019;2019-05-11;P;P;De 16h à 20h;1
COMBS LA VILLE QUINCY;87682146;JOB;2019;2019-03-26;D;D;De 16h à 20h;1175
REMISE A JORELLE;87988709;JOB;2015;2015-10-06;T4;T4;De 6h à 10h;0
VERNEUIL L'ETANG;87116079;Dimanche;2019;2019-05-12;P;P;De 10h à 16h;151
ECOUEN EZANVILLE;87276394;JOB;2019;2019-10-10;H;H;De 10h à 16h;709
REMISE A JORELLE;87988709;Samedi;2015;2015-10-03;T4;T4;Avant 6h;16
VERNEUIL L'ETANG;87116079;JOB;2019;2019-05-16;P;P;De 6h à 10h;25
ECOUEN EZANVILLE;87276394;Samedi;2019;2019-10-12;H;H;Après 20h;134
CHATEAU THIERRY;87116582;JOB;2019;2019-05-21;P;P;Après 20h;0
VILLIERS MONTBARBIN;87116749;Samedi;2019;2019-05-11;P;P;De 6h à 10h;20
ENGHIEN LES BAINS;87276022;Dimanche;2019;2019-10-13;H;H;Après 20h;775
REMISE A JORELLE;87988709;Samedi;2015;2015-10-03;T4;T4;De 6h à 10h;180
BAGNEAUX SUR LOING;87684191;Samedi;2017;2017-03-11;R;R;Après 20h;5
CORBEIL ESSONNES;87681007;JOB;2019;2019-03-26;D;D;De 10h à 16h;3683
CHAVILLE RIVE DROITE;87382333;JOB;2016;2016-03-22;U;U;De 10h à 16h;55
CHARTRETTES;87682419;Dimanche;2017;2017-03-12;R;R;Après 20h;1
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;JOB;2019;2019-10-10;H;H;De 6h à 10h;2614
CHAUFFRY;87116350;Samedi;2019;2019-05-11;P;P;De 16h à 20h;0
CHARTRETTES;87682419;Dimanche;2017;2017-03-12;R;R;Avant 6h;0
FREPILLON;87276659;JOB;2019;2019-10-10;H;H;De 10h à 16h;121
CHAVILLE RIVE DROITE;87382333;Samedi;2016;2016-03-12;U;U;De 6h à 10h;50
LA GRANDE PAROISSE;87682476;JOB;2017;2017-03-07;R;R;De 10h à 16h;26
EVRY VAL DE SEINE;87681361;Samedi;2019;2019-03-23;D;D;De 6h à 10h;183
LA DEFENSE GRANDE ARCHE;87758011;Dimanche;2016;2016-03-13;U;U;De 10h à 16h;907
MELUN;87682005;Dimanche;2017;2017-03-12;R;R;De 10h à 16h;2103
GOUSSAINVILLE;87276246;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;639
PUTEAUX;87382382;JOB;2016;2016-03-17;U;U;Après 20h;42
MONTARGIS;87684001;Dimanche;2017;2017-03-12;R;R;De 16h à 20h;323
LUZARCHES;87276576;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;40
COULOMMIERS;87116301;Samedi;2019;2019-05-11;P;P;De 16h à 20h;47
MONTARGIS;87684001;Samedi;2017;2017-03-11;R;R;Avant 6h;49
GRIGNY CENTRE;87681379;Samedi;2019;2019-03-23;D;D;De 16h à 20h;2174
SAINT-CYR;87393223;JOB;2016;2016-03-15;U;U;De 10h à 16h;152
MONTARGIS;87684001;Samedi;2017;2017-03-11;R;R;De 6h à 10h;182
MERIEL;87276675;Dimanche;2019;2019-10-13;H;H;De 16h à 20h;105
CRECY LA CHAPELLE;87116772;Dimanche;2019;2019-05-12;P;P;De 16h à 20h;55
MONTEREAU;87682302;Dimanche;2017;2017-03-12;R;R;De 6h à 10h;191
MONTSOULT MAFFLIERS;87276493;JOB;2019;2019-10-10;H;H;Après 20h;107
CRECY LA CHAPELLE;87116772;Dimanche;2019;2019-05-12;P;P;De 6h à 10h;22
MORET VENEUX LES SABLONS;87682278;Dimanche;2017;2017-03-12;R;R;Après 20h;72
LE BRAS DE FER - EVRY GENOPOLE;87681395;JOB;2019;2019-03-26;D;D;De 6h à 10h;1824
SEVRES VILLE D'AVRAY;87382341;Dimanche;2016;2016-03-13;U;U;De 10h à 16h;82
SAINT-MAMMES;87682294;Dimanche;2017;2017-03-12;R;R;De 6h à 10h;19
NOINTEL MOURS;87276758;Samedi;2019;2019-10-12;H;H;De 6h à 10h;80
SEVRES VILLE D'AVRAY;87382341;JOB;2016;2016-03-15;U;U;Avant 6h;6
VERNOU SUR SEINE;87682468;JOB;2017;2017-03-07;R;R;De 16h à 20h;15
LE COUDRAY MONTCEAUX;87681635;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;7
CROUY SUR OURCQ;87116640;JOB;2019;2019-05-14;P;P;De 6h à 10h;208
DUGNY LA COURNEUVE TRAM 11 EXPRESS;87697342;Dimanche;2017;2017-12-03;T11;T11;De 10h à 16h;97
PARIS NORD;87271031;Samedi;2019;2019-10-12;H;H;De 10h à 16h;17547
FAREMOUTIERS POMMEUSE;87116277;Samedi;2019;2019-03-15;P;P;De 16h à 20h;57
DUGNY LA COURNEUVE TRAM 11 EXPRESS;87697342;Samedi;2017;2017-12-02;T11;T11;De 10h à 16h;183
LE VERT DE MAISONS;87681247;Dimanche;2019;2019-03-24;D;D;Après 20h;227
JOUY SUR MORIN MONUMENT;87430884;JOB;2019;2019-05-14;P;P;De 6h à 10h;13
DUGNY LA COURNEUVE TRAM 11 EXPRESS;87697342;Samedi;2017;2017-12-02;T11;T11;De 16h à 20h;104
PIERRELAYE;87276097;Dimanche;2019;2019-10-13;H;H;Après 20h;72
LA FERTE GAUCHER;87116392;JOB;2019;2019-05-14;P;P;Avant 6h;2
EPINAY TRAM 11 EXPRESS;87697292;Samedi;2017;2017-12-02;T11;T11;De 16h à 20h;517
PIERRELAYE;87276097;JOB;2019;2019-10-10;H;H;De 10h à 16h;312
LA FERTE MILON;87116673;Dimanche;2019;2019-05-12;P;P;De 10h à 16h;15
STAINS LA CERISAIE TRAM 11 EXPRESS;87697334;JOB;2017;2017-11-28;T11;T11;De 10h à 16h;379
PIERRELAYE;87276097;Samedi;2019;2019-10-12;H;H;Avant 6h;19
LAGNY THORIGNY;87116319;Dimanche;2019;2019-03-16;P;P;De 10h à 16h;1089
VILLETANEUSE UNIVERSITE TRAM 11 EXPRESS;87697318;Samedi;2017;2017-12-02;T11;T11;De 6h à 10h;134
LES NOUES;87276238;Dimanche;2019;2019-03-24;D;D;Après 20h;108
MEAUX;87116103;JOB;2019;2019-03-13;P;P;De 6h à 10h;3350
FREINVILLE SEVRAN;87113894;JOB;2015;2015-10-06;T4;T4;Après 20h;70
LES NOUES;87276238;JOB;2019;2019-03-26;D;D;De 6h à 10h;1203
MEAUX;87116103;Samedi;2019;2019-05-11;P;P;Après 20h;448
FREINVILLE SEVRAN;87113894;Samedi;2015;2015-10-03;T4;T4;De 10h à 16h;498
LOUVRES;87276253;Samedi;2019;2019-03-23;D;D;Après 20h;184
MEAUX;87116103;Samedi;2019;2019-05-11;P;P;De 10h à 16h;1950
L'ABBAYE;87113886;Dimanche;2015;2015-10-04;T4;T4;De 10h à 16h;407
LOUVRES;87276253;Samedi;2019;2019-03-23;D;D;De 10h à 16h;784
MORTCERF;87116244;Samedi;2019;2019-03-15;P;P;De 16h à 20h;27
LES COQUETIERS;87113845;Samedi;2015;2015-10-03;T4;T4;De 6h à 10h;244
SAINT-DENIS;87271015;Samedi;2019;2019-10-12;H;H;Après 20h;3607
NANTEUIL SAACY;87116558;JOB;2019;2019-05-14;P;P;De 16h à 20h;79
LES PAVILLONS SOUS BOIS;87113852;Dimanche;2015;2015-10-04;T4;T4;De 16h à 20h;271
MALESHERBES;87684415;Samedi;2019;2019-03-23;D;D;De 16h à 20h;115
NOGENT L'ARTAUD CHARLY;87116566;JOB;2019;2019-05-14;P;P;De 16h à 20h;48
LES PAVILLONS SOUS BOIS;87113852;JOB;2015;2015-10-06;T4;T4;Avant 6h;33
SAINT-LEU D'ESSERENT;87276402;JOB;2019;2019-10-10;H;H;De 6h à 10h;58
